id,question,query,language
bank_balance_total__0_gu_4,Bank accounts ના total balance ની જાણ.,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",gu
bank_balance_total__0_gu_5,આ ક્ષણે bank માં કુલ કેટલા પૈસા છે?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",gu
bank_balance_total__0_gu_6,મારી overall bank balance કેટલી છે?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",gu
bank_balance_total__0_gu_7,Bank accounts ના closing balances નો સરવાળો.,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",gu
bank_balance_total__0_gu_8,Total bank balance - sum of all accounts.,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",gu
bank_balance_total__0_gu_9,Bank ખાતાઓ મળીને total બૅલૅન્સ કેટલો છે?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",gu
bank_balance_total__0_hinglish_0,mere sabhi bank accounts ka total balance kya hai?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_1,bank mein mera total kitna paisa hai?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_2,sab bank accounts milake balance kya banta hai?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_3,mera combined bank balance batao.,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_4,sare bank ledgers ka total balance dikhao.,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_5,bank balance total kya hai abhi?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_6,kitna paisa bank mein hai mere sab accounts mein?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_7,bank ka overall balance kya hai mera?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_8,sabhi bank accounts ka total sum kya hai?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_total__0_hinglish_9,bank mein total kitna hai aaj ke date mein?,"SELECT SUM(ml.closing_balance) AS total_bank_balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts';",hinglish
bank_balance_detail__0_en_0,Show balance for each bank account.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_1,List all bank accounts with their current balances.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_2,What is the balance in each individual bank account?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_3,Give me a bank-wise breakdown of balances.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_4,Show me the closing balance for each bank ledger.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_5,Display each bank account and its balance.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_6,I need a list of all bank accounts and their balances.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_7,Which bank account has how much balance?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_8,"Bank-wise balance details, please.","SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_en_9,Show individual balances for each bank account.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",en
bank_balance_detail__0_hi_0,प्रत्येक बैंक खाते का बैलेंस दिखाइए।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_1,हर बैंक अकाउंट का अलग-अलग बैलेंस क्या है?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_2,सभी बैंक खातों की सूची और उनका बैलेंस दिखाएं।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_3,बैंकवार बैलेंस का विवरण दिखाइए।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_4,हर बैंक लेजर का क्लोजिंग बैलेंस बताइए।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_5,कौन से बैंक में कितना बैलेंस है?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_6,प्रत्येक बैंक खाते का अलग-अलग शेष राशि।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_7,बैंक-वार बैलेंस की जानकारी दीजिए।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_8,मेरे हर बैंक अकाउंट का बैलेंस अलग से बताइए।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_hi_9,सभी बैंक अकाउंट्स का लेजरवार बैलेंस।,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hi
bank_balance_detail__0_gu_0,દરેક bank account નો balance બતાવો.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_1,Bank-wise balance ની વિગત.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_2,દરેક bank ledger નો closing balance શું છે?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_3,ક્યા bank account માં કેટલો balance છે?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_4,Bank accounts ની ledger-wise balance list.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_5,તમામ bank accounts ની balance detail.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_6,Bankwise balance breakdown.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_7,Bank ખાતા-મુજબ balance ની list.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_8,દરેક bank account ની closing balance info.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_gu_9,Bank account-wise balance report.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",gu
bank_balance_detail__0_hinglish_0,har bank account ka alag balance dikhao.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_1,bank-wise balance ka breakdown chahiye.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_2,kis bank mein kitna balance hai?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_3,sabhi bank accounts ki list aur balance.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_4,har bank ledger ka closing balance kya hai?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_5,bank-wise balance detail dikhao bhai.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_6,account-wise bank balance batao.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_7,har ek bank account ka balance kya hai?,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_8,bank accounts ka individual balance.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
bank_balance_detail__0_hinglish_9,sare bank accounts aur unka balance list karo.,"SELECT ml.name AS bank_account, ml.closing_balance AS balance
FROM mst_ledger ml
JOIN mst_group mg ON ml._parent = mg.guid
WHERE mg.name = 'Bank Accounts'
ORDER BY ml.closing_balance DESC;",hinglish
profit_period__0_en_0,How much profit did we make this period?,"SELECT
  -SUM(CASE WHEN mg.name IN ('Sales Accounts','Direct Incomes','Indirect Incomes')
            THEN ta.amount ELSE 0 END) AS total_income,
  SUM(CASE WHEN mg.name IN ('Direct Expenses','Indirect Expenses','Purchase Accounts')
           THEN ta.amount ELSE 0 END) AS total_expenses,
  -SUM(CASE WHEN mg.name IN ('Sales Accounts','Direct Incomes','Indirect Incomes',
                             'Direct Expenses','Indirect Expenses','Purchase Accounts')
            THEN ta.amount ELSE 0 END) AS net_profit
FROM trn_accounting ta
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
WHERE tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
  AND tv.is_order_voucher = 0;",en
profit_period__0_en_1,What is our net profit for the current period?,"SELECT
  -SUM(CASE WHEN mg.name IN ('Sales Accounts','Direct Incomes','Indirect Incomes')
            THEN ta.amount ELSE 0 END) AS total_income,
  SUM(CASE WHEN mg.name IN ('Direct Expenses','Indirect Expenses','Purchase Accounts')
           THEN ta.amount ELSE 0 END) AS total_expenses,
  -SUM(CASE WHEN mg.name IN ('Sales Accounts','Direct Incomes','Indirect Incomes',
                             'Direct Expenses','Indirect Expenses','Purchase Accounts')
            THEN ta.amount ELSE 0 END) AS net_profit
FROM trn_accounting ta
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
WHERE tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
  AND tv.is_order_voucher = 0;",en
profit_period__0_en_2,Tell me the profit earned in this financial period.,"SELECT
  -SUM(CASE WHEN mg.name IN ('Sales Accounts','Direct Incomes','Indirect Incomes')
            THEN ta.amount ELSE 0 END) AS total_income,
  SUM(CASE WHEN mg.name IN ('Direct Expenses','Indirect Expenses','Purchase Accounts')
           THEN ta.amount ELSE 0 END) AS total_expenses,
  -SUM(CASE WHEN mg.name IN ('Sales Accounts','Direct Incomes','Indirect Incomes',
                             'Direct Expenses','Indirect Expenses','Purchase Accounts')
            THEN ta.amount ELSE 0 END) AS net_profit
FROM trn_accounting ta
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
WHERE tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
  AND tv.is_order_voucher = 0;",en
